record_id,sailing_speed,displacement,trim,wind_speed,wind_direction_relative,combined_wave_height,combined_wave_period,combined_wave_direction_relative,sea_current_speed,sea_current_direction_relative,sea_water_temperature,fuel_consumption_rate,data_source,observation_timestamp,swell_height,swell_direction_relative,wind_wave_height,wind_wave_direction_relative,vessel_type,vessel_type_source,combined_wave_period_was_missing,swell_height_was_missing,swell_direction_relative_was_missing,wind_wave_height_was_missing,wind_wave_direction_relative_was_missing
f3b962c6f5ae9066,12.0,9.0,-1.0,3.0,15.0,0.5,2.0,45.0,0.1,0.2,2.0,30.0,Sensor2,,2.0999999999999996,105.0,2.0,99.99999999999999,Surfer Boat,synthetic_join,0,1,1,1,1
38210a3be80dbd8b,12.000700070007,9.000600060006,-0.999799979998,3.002200220022002,15.01650165016502,0.5005500550055005,2.000750075007501,45.01250125012501,0.1000900090009001,0.217981798179818,2.003000300030003,30.01450145014502,Sensor2,,2.0999999999999996,105.0,2.0,99.99999999999999,Tanker Ship,synthetic_join,0,1,1,1,1
3240ef71fd889c76,12.001400140014,9.001200120012001,-0.9995999599959996,3.004400440044004,15.03300330033003,0.5011001100110011,2.001500150015001,45.02500250025003,0.1001800180018002,0.235963596359636,2.006000600060006,30.02900290029003,Sensor2,,2.0999999999999996,105.0,2.0,99.99999999999999,Fishing Trawler,synthetic_join,0,1,1,1,1
4a33c2c9b2d48dcb,12.002100210021,9.001800180018002,-0.9993999399939996,3.006600660066006,15.04950495049505,0.5016501650165016,2.002250225022502,45.03750375037504,0.1002700270027003,0.253945394539454,2.009000900090009,30.04350435043504,Sensor2,,2.0999999999999996,105.0,2.0,99.99999999999999,Surfer Boat,synthetic_join,0,1,1,1,1
fb49f0f3fa50f228,12.002800280028,9.002400240024002,-0.9991999199919992,3.008800880088009,15.06600660066007,0.5022002200220022,2.003000300030003,45.05000500050005,0.1003600360036004,0.271927192719272,2.012001200120012,30.05800580058006,Sensor2,,2.0999999999999996,105.0,2.0,99.99999999999999,Oil Service Boat,synthetic_join,0,1,1,1,1
d5308301b22e84cf,12.003500350035,9.003000300030003,-0.998999899989999,3.011001100110011,15.08250825082508,0.5027502750275028,2.003750375037504,45.06250625062506,0.1004500450045005,0.2899089908990899,2.015001500150015,30.07250725072507,Sensor2,,2.0999999999999996,105.0,2.0,99.99999999999999,Fishing Trawler,synthetic_join,0,1,1,1,1
7685da865c90f692,12.004200420042,9.003600360036003,-0.9987998799879988,3.013201320132013,15.0990099009901,0.5033003300330033,2.004500450045005,45.07500750075008,0.1005400540054005,0.3078907890789079,2.018001800180018,30.08700870087009,Sensor2,,2.0999999999999996,105.0,2.0,99.99999999999999,Surfer Boat,synthetic_join,0,1,1,1,1
390b066a30d91806,12.00490049004901,9.004200420042004,-0.9985998599859988,3.015401540154016,15.11551155115512,0.5038503850385039,2.005250525052505,45.08750875087509,0.1006300630063006,0.3258725872587259,2.021002100210021,30.1015101510151,Sensor2,,2.0999999999999996,105.0,2.0,99.99999999999999,Surfer Boat,synthetic_join,0,1,1,1,1
66c48ea9833f249b,12.00560056005601,9.004800480048004,-0.9983998399839984,3.017601760176018,15.13201320132013,0.5044004400440044,2.006000600060006,45.1000100010001,0.1007200720072007,0.3438543854385439,2.024002400240024,30.11601160116012,Sensor2,,2.0999999999999996,105.0,2.0,99.99999999999999,Oil Service Boat,synthetic_join,0,1,1,1,1
d9517aac41cecd40,12.00630063006301,9.005400540054005,-0.9981998199819982,3.01980198019802,15.14851485148515,0.504950495049505,2.006750675067507,45.11251125112511,0.1008100810081008,0.3618361836183619,2.027002700270027,30.13051305130513,Sensor2,,2.0999999999999996,105.0,2.0,99.99999999999999,Tanker Ship,synthetic_join,0,1,1,1,1
